,fecha,estado,casos
4723,2020-05-27,20,88
4724,2020-05-27,21,189
4725,2020-05-27,22,41
4726,2020-05-27,23,43
4727,2020-05-27,24,59
4728,2020-05-27,25,200
4729,2020-05-27,26,241
4730,2020-05-27,27,218
4731,2020-05-27,28,110
4732,2020-05-27,29,35
4733,2020-05-27,30,191
4734,2020-05-27,31,62
4735,2020-05-27,32,4
4736,2020-05-28,1,44
4737,2020-05-28,2,122
4738,2020-05-28,3,17
4739,2020-05-28,4,30
4740,2020-05-28,5,64
4741,2020-05-28,6,5
4742,2020-05-28,7,136
4743,2020-05-28,8,61
4744,2020-05-28,9,1089
4745,2020-05-28,10,22
4746,2020-05-28,11,142
4747,2020-05-28,12,118
4748,2020-05-28,13,97
4749,2020-05-28,14,138
4750,2020-05-28,15,480
4751,2020-05-28,16,116
4752,2020-05-28,17,63
4753,2020-05-28,18,33
4754,2020-05-28,19,69
4755,2020-05-28,20,125
4756,2020-05-28,21,165
4757,2020-05-28,22,34
4758,2020-05-28,23,49
4759,2020-05-28,24,36
4760,2020-05-28,25,163
4761,2020-05-28,26,268
4762,2020-05-28,27,229
4763,2020-05-28,28,72
4764,2020-05-28,29,45
4765,2020-05-28,30,172
4766,2020-05-28,31,59
4767,2020-05-28,32,10
4768,2020-05-29,1,41
4769,2020-05-29,2,117
4770,2020-05-29,3,22
4771,2020-05-29,4,21
4772,2020-05-29,5,97
4773,2020-05-29,6,7
4774,2020-05-29,7,120
4775,2020-05-29,8,90
4776,2020-05-29,9,1133
4777,2020-05-29,10,32
4778,2020-05-29,11,150
4779,2020-05-29,12,104
4780,2020-05-29,13,72
4781,2020-05-29,14,160
4782,2020-05-29,15,575
4783,2020-05-29,16,127
4784,2020-05-29,17,50
4785,2020-05-29,18,30
4786,2020-05-29,19,71
4787,2020-05-29,20,118
4788,2020-05-29,21,165
4789,2020-05-29,22,38
4790,2020-05-29,23,47
4791,2020-05-29,24,48
4792,2020-05-29,25,195
4793,2020-05-29,26,215
4794,2020-05-29,27,176
4795,2020-05-29,28,92
4796,2020-05-29,29,42
4797,2020-05-29,30,179
4798,2020-05-29,31,47
4799,2020-05-29,32,18
4800,2020-05-30,1,16
4801,2020-05-30,2,81
4802,2020-05-30,3,13
4803,2020-05-30,4,20
4804,2020-05-30,5,44
4805,2020-05-30,6,6
4806,2020-05-30,7,71
4807,2020-05-30,8,28
4808,2020-05-30,9,712
4809,2020-05-30,10,37
4810,2020-05-30,11,105
4811,2020-05-30,12,61
4812,2020-05-30,13,44
4813,2020-05-30,14,135
4814,2020-05-30,15,278
4815,2020-05-30,16,47
4816,2020-05-30,17,24
4817,2020-05-30,18,19
4818,2020-05-30,19,45
4819,2020-05-30,20,117
4820,2020-05-30,21,133
4821,2020-05-30,22,28
4822,2020-05-30,23,26
4823,2020-05-30,24,24
4824,2020-05-30,25,132
4825,2020-05-30,26,151
4826,2020-05-30,27,106
4827,2020-05-30,28,68
4828,2020-05-30,29,31
4829,2020-05-30,30,138
4830,2020-05-30,31,29
4831,2020-05-30,32,7
4832,2020-05-31,1,21
4833,2020-05-31,2,71
4834,2020-05-31,3,8
4835,2020-05-31,4,6
4836,2020-05-31,5,39
4837,2020-05-31,6,6
4838,2020-05-31,7,69
4839,2020-05-31,8,40
4840,2020-05-31,9,534
4841,2020-05-31,10,13
4842,2020-05-31,11,73
4843,2020-05-31,12,84
4844,2020-05-31,13,42
4845,2020-05-31,14,85
4846,2020-05-31,15,274
4847,2020-05-31,16,44
4848,2020-05-31,17,29
4849,2020-05-31,18,10
4850,2020-05-31,19,22
4851,2020-05-31,20,49
4852,2020-05-31,21,61
4853,2020-05-31,22,23
4854,2020-05-31,23,22
4855,2020-05-31,24,18
4856,2020-05-31,25,75
4857,2020-05-31,26,129
4858,2020-05-31,27,75
4859,2020-05-31,28,49
4860,2020-05-31,29,23
4861,2020-05-31,30,116
4862,2020-05-31,31,25
4863,2020-05-31,32,4
4864,2020-06-01,1,70
4865,2020-06-01,2,146
4866,2020-06-01,3,36
4867,2020-06-01,4,40
4868,2020-06-01,5,110
4869,2020-06-01,6,12
4870,2020-06-01,7,142
4871,2020-06-01,8,84
4872,2020-06-01,9,1312
4873,2020-06-01,10,39
4874,2020-06-01,11,183
4875,2020-06-01,12,154
4876,2020-06-01,13,94
4877,2020-06-01,14,236
4878,2020-06-01,15,680
4879,2020-06-01,16,170
4880,2020-06-01,17,64
4881,2020-06-01,18,24
4882,2020-06-01,19,87
4883,2020-06-01,20,153
4884,2020-06-01,21,195
4885,2020-06-01,22,40
4886,2020-06-01,23,45
4887,2020-06-01,24,54
4888,2020-06-01,25,232
4889,2020-06-01,26,254
4890,2020-06-01,27,207
4891,2020-06-01,28,141
4892,2020-06-01,29,62
4893,2020-06-01,30,240
4894,2020-06-01,31,57
4895,2020-06-01,32,14
4896,2020-06-02,1,54
4897,2020-06-02,2,172
4898,2020-06-02,3,17
4899,2020-06-02,4,26
4900,2020-06-02,5,87
4901,2020-06-02,6,13
4902,2020-06-02,7,142
4903,2020-06-02,8,86
4904,2020-06-02,9,1181
4905,2020-06-02,10,38
4906,2020-06-02,11,178
4907,2020-06-02,12,108
4908,2020-06-02,13,76
4909,2020-06-02,14,195
4910,2020-06-02,15,605
4911,2020-06-02,16,127
4912,2020-06-02,17,53
4913,2020-06-02,18,44
4914,2020-06-02,19,93
4915,2020-06-02,20,160
4916,2020-06-02,21,179
4917,2020-06-02,22,51
4918,2020-06-02,23,63
4919,2020-06-02,24,55
4920,2020-06-02,25,184
4921,2020-06-02,26,249
4922,2020-06-02,27,159
4923,2020-06-02,28,101
4924,2020-06-02,29,45
4925,2020-06-02,30,186
4926,2020-06-02,31,48
4927,2020-06-02,32,13
4928,2020-06-03,1,58
4929,2020-06-03,2,162
4930,2020-06-03,3,16
4931,2020-06-03,4,19
4932,2020-06-03,5,77
4933,2020-06-03,6,10
4934,2020-06-03,7,117
4935,2020-06-03,8,63
4936,2020-06-03,9,1261
4937,2020-06-03,10,35
4938,2020-06-03,11,184
4939,2020-06-03,12,114
4940,2020-06-03,13,68
4941,2020-06-03,14,214
4942,2020-06-03,15,708
4943,2020-06-03,16,150
4944,2020-06-03,17,57
4945,2020-06-03,18,34
4946,2020-06-03,19,78
4947,2020-06-03,20,144
4948,2020-06-03,21,208
4949,2020-06-03,22,47
4950,2020-06-03,23,44
4951,2020-06-03,24,77
4952,2020-06-03,25,216
4953,2020-06-03,26,259
4954,2020-06-03,27,182
4955,2020-06-03,28,92
4956,2020-06-03,29,52
4957,2020-06-03,30,195
4958,2020-06-03,31,52
4959,2020-06-03,32,14
4960,2020-06-04,1,44
4961,2020-06-04,2,152
4962,2020-06-04,3,22
4963,2020-06-04,4,41
4964,2020-06-04,5,90
4965,2020-06-04,6,8
4966,2020-06-04,7,109
4967,2020-06-04,8,50
4968,2020-06-04,9,1171
4969,2020-06-04,10,43
4970,2020-06-04,11,224
4971,2020-06-04,12,129
4972,2020-06-04,13,64
4973,2020-06-04,14,179
4974,2020-06-04,15,609
4975,2020-06-04,16,150
4976,2020-06-04,17,53
4977,2020-06-04,18,25
4978,2020-06-04,19,134
4979,2020-06-04,20,196
4980,2020-06-04,21,210
4981,2020-06-04,22,48
4982,2020-06-04,23,39
4983,2020-06-04,24,80
4984,2020-06-04,25,203
4985,2020-06-04,26,250
4986,2020-06-04,27,189
4987,2020-06-04,28,102
4988,2020-06-04,29,54
4989,2020-06-04,30,232
4990,2020-06-04,31,44
4991,2020-06-04,32,20
4992,2020-06-05,1,62
4993,2020-06-05,2,149
4994,2020-06-05,3,22
4995,2020-06-05,4,44
4996,2020-06-05,5,103
4997,2020-06-05,6,12
4998,2020-06-05,7,128
4999,2020-06-05,8,80
5000,2020-06-05,9,1191
5001,2020-06-05,10,80
5002,2020-06-05,11,170
5003,2020-06-05,12,119
5004,2020-06-05,13,70
5005,2020-06-05,14,224
5006,2020-06-05,15,611
5007,2020-06-05,16,133
5008,2020-06-05,17,57
5009,2020-06-05,18,38
5010,2020-06-05,19,148
5011,2020-06-05,20,177
5012,2020-06-05,21,225
5013,2020-06-05,22,39
5014,2020-06-05,23,37
5015,2020-06-05,24,76
5016,2020-06-05,25,229
5017,2020-06-05,26,268
5018,2020-06-05,27,180
5019,2020-06-05,28,118
5020,2020-06-05,29,40
5021,2020-06-05,30,214
5022,2020-06-05,31,32
5023,2020-06-05,32,17
5024,2020-06-06,1,22
5025,2020-06-06,2,103
5026,2020-06-06,3,14
5027,2020-06-06,4,27
5028,2020-06-06,5,50
5029,2020-06-06,6,11
5030,2020-06-06,7,69
5031,2020-06-06,8,44
5032,2020-06-06,9,678
5033,2020-06-06,10,20
5034,2020-06-06,11,131
5035,2020-06-06,12,99
5036,2020-06-06,13,48
5037,2020-06-06,14,105
5038,2020-06-06,15,318
5039,2020-06-06,16,75
5040,2020-06-06,17,24
5041,2020-06-06,18,24
5042,2020-06-06,19,78
5043,2020-06-06,20,151
5044,2020-06-06,21,128
5045,2020-06-06,22,32
5046,2020-06-06,23,23
5047,2020-06-06,24,58
5048,2020-06-06,25,158
5049,2020-06-06,26,173
5050,2020-06-06,27,139
5051,2020-06-06,28,86
5052,2020-06-06,29,33
5053,2020-06-06,30,123
5054,2020-06-06,31,44
5055,2020-06-06,32,11
5056,2020-06-07,1,30
5057,2020-06-07,2,69
5058,2020-06-07,3,21
5059,2020-06-07,4,23
5060,2020-06-07,5,51
5061,2020-06-07,6,4
5062,2020-06-07,7,71
5063,2020-06-07,8,28
5064,2020-06-07,9,508
5065,2020-06-07,10,16
5066,2020-06-07,11,84
5067,2020-06-07,12,68
5068,2020-06-07,13,29
5069,2020-06-07,14,80
5070,2020-06-07,15,357
5071,2020-06-07,16,41
5072,2020-06-07,17,20
5073,2020-06-07,18,16
5074,2020-06-07,19,45
5075,2020-06-07,20,54
5076,2020-06-07,21,97
5077,2020-06-07,22,28
5078,2020-06-07,23,27
5079,2020-06-07,24,49
5080,2020-06-07,25,104
5081,2020-06-07,26,122
5082,2020-06-07,27,115
5083,2020-06-07,28,76
5084,2020-06-07,29,28
5085,2020-06-07,30,105
5086,2020-06-07,31,37
5087,2020-06-07,32,11
5088,2020-06-08,1,79
5089,2020-06-08,2,171
5090,2020-06-08,3,53
5091,2020-06-08,4,53
5092,2020-06-08,5,161
5093,2020-06-08,6,14
5094,2020-06-08,7,140
5095,2020-06-08,8,78
5096,2020-06-08,9,1258
5097,2020-06-08,10,65
5098,2020-06-08,11,200
5099,2020-06-08,12,150
5100,2020-06-08,13,83
5101,2020-06-08,14,270
5102,2020-06-08,15,864
5103,2020-06-08,16,190
5104,2020-06-08,17,87
5105,2020-06-08,18,38
5106,2020-06-08,19,205
5107,2020-06-08,20,180
5108,2020-06-08,21,314
5109,2020-06-08,22,55
5110,2020-06-08,23,53
5111,2020-06-08,24,120
5112,2020-06-08,25,217
5113,2020-06-08,26,291
5114,2020-06-08,27,295
5115,2020-06-08,28,142
5116,2020-06-08,29,65
5117,2020-06-08,30,216
5118,2020-06-08,31,88
5119,2020-06-08,32,20
5120,2020-06-09,1,64
5121,2020-06-09,2,175
5122,2020-06-09,3,38
5123,2020-06-09,4,64
5124,2020-06-09,5,130
5125,2020-06-09,6,16
5126,2020-06-09,7,126
5127,2020-06-09,8,61
5128,2020-06-09,9,1265
5129,2020-06-09,10,74
5130,2020-06-09,11,235
5131,2020-06-09,12,119
5132,2020-06-09,13,106
5133,2020-06-09,14,252
5134,2020-06-09,15,679
5135,2020-06-09,16,196
5136,2020-06-09,17,52
5137,2020-06-09,18,42
5138,2020-06-09,19,164
5139,2020-06-09,20,160
5140,2020-06-09,21,247
5141,2020-06-09,22,44
5142,2020-06-09,23,51
5143,2020-06-09,24,97
5144,2020-06-09,25,253
5145,2020-06-09,26,303
5146,2020-06-09,27,294
5147,2020-06-09,28,130
5148,2020-06-09,29,52
5149,2020-06-09,30,226
5150,2020-06-09,31,68
5151,2020-06-09,32,32
5152,2020-06-10,1,61
5153,2020-06-10,2,151
5154,2020-06-10,3,48
5155,2020-06-10,4,77
5156,2020-06-10,5,143
5157,2020-06-10,6,12
5158,2020-06-10,7,105
5159,2020-06-10,8,71
5160,2020-06-10,9,1204
5161,2020-06-10,10,50
5162,2020-06-10,11,192
5163,2020-06-10,12,145
5164,2020-06-10,13,68
5165,2020-06-10,14,260
5166,2020-06-10,15,714
5167,2020-06-10,16,155
5168,2020-06-10,17,53
5169,2020-06-10,18,33
5170,2020-06-10,19,226
5171,2020-06-10,20,174
5172,2020-06-10,21,265
5173,2020-06-10,22,38
5174,2020-06-10,23,58
5175,2020-06-10,24,85
5176,2020-06-10,25,228
5177,2020-06-10,26,270
5178,2020-06-10,27,321
5179,2020-06-10,28,181
5180,2020-06-10,29,52
5181,2020-06-10,30,224
5182,2020-06-10,31,75
5183,2020-06-10,32,40
5184,2020-06-11,1,67
5185,2020-06-11,2,145
5186,2020-06-11,3,28
5187,2020-06-11,4,76
5188,2020-06-11,5,141
5189,2020-06-11,6,17
5190,2020-06-11,7,89
5191,2020-06-11,8,69
5192,2020-06-11,9,1081
5193,2020-06-11,10,63
5194,2020-06-11,11,209
5195,2020-06-11,12,149
5196,2020-06-11,13,72
5197,2020-06-11,14,233
5198,2020-06-11,15,579
5199,2020-06-11,16,177
5200,2020-06-11,17,59
5201,2020-06-11,18,45
5202,2020-06-11,19,206
5203,2020-06-11,20,156
5204,2020-06-11,21,299
5205,2020-06-11,22,33
5206,2020-06-11,23,55
5207,2020-06-11,24,80
5208,2020-06-11,25,237
5209,2020-06-11,26,288
5210,2020-06-11,27,280
5211,2020-06-11,28,136
5212,2020-06-11,29,54
5213,2020-06-11,30,208
5214,2020-06-11,31,85
5215,2020-06-11,32,18
5216,2020-06-12,1,62
5217,2020-06-12,2,112
5218,2020-06-12,3,25
5219,2020-06-12,4,38
5220,2020-06-12,5,154
5221,2020-06-12,6,15
5222,2020-06-12,7,104
5223,2020-06-12,8,52
5224,2020-06-12,9,1139
5225,2020-06-12,10,50
5226,2020-06-12,11,220
5227,2020-06-12,12,144
5228,2020-06-12,13,95
5229,2020-06-12,14,200
5230,2020-06-12,15,566
5231,2020-06-12,16,196
5232,2020-06-12,17,59
5233,2020-06-12,18,57
5234,2020-06-12,19,247
5235,2020-06-12,20,151
5236,2020-06-12,21,330
5237,2020-06-12,22,40
5238,2020-06-12,23,51
5239,2020-06-12,24,60
5240,2020-06-12,25,302
5241,2020-06-12,26,277
5242,2020-06-12,27,374
5243,2020-06-12,28,241
5244,2020-06-12,29,50
5245,2020-06-12,30,191
5246,2020-06-12,31,65
5247,2020-06-12,32,24
5248,2020-06-13,1,34
5249,2020-06-13,2,88
5250,2020-06-13,3,22
5251,2020-06-13,4,31
5252,2020-06-13,5,70
5253,2020-06-13,6,11
5254,2020-06-13,7,65
5255,2020-06-13,8,26
5256,2020-06-13,9,546
5257,2020-06-13,10,16
5258,2020-06-13,11,125
5259,2020-06-13,12,81
5260,2020-06-13,13,43
5261,2020-06-13,14,123
5262,2020-06-13,15,281
5263,2020-06-13,16,85
5264,2020-06-13,17,38
5265,2020-06-13,18,27
5266,2020-06-13,19,195
5267,2020-06-13,20,155
5268,2020-06-13,21,195
5269,2020-06-13,22,36
5270,2020-06-13,23,33
5271,2020-06-13,24,31
5272,2020-06-13,25,99
5273,2020-06-13,26,181
5274,2020-06-13,27,181
5275,2020-06-13,28,146
5276,2020-06-13,29,20
5277,2020-06-13,30,142
5278,2020-06-13,31,43
5279,2020-06-13,32,20
5280,2020-06-14,1,23
5281,2020-06-14,2,93
5282,2020-06-14,3,21
5283,2020-06-14,4,21
5284,2020-06-14,5,46
5285,2020-06-14,6,8
5286,2020-06-14,7,62
5287,2020-06-14,8,23
5288,2020-06-14,9,454
5289,2020-06-14,10,21
5290,2020-06-14,11,85
5291,2020-06-14,12,95
5292,2020-06-14,13,34
5293,2020-06-14,14,104
5294,2020-06-14,15,317
5295,2020-06-14,16,49
5296,2020-06-14,17,33
5297,2020-06-14,18,22
5298,2020-06-14,19,105
5299,2020-06-14,20,73
5300,2020-06-14,21,154
5301,2020-06-14,22,24
5302,2020-06-14,23,53
5303,2020-06-14,24,24
5304,2020-06-14,25,90
5305,2020-06-14,26,150
5306,2020-06-14,27,109
5307,2020-06-14,28,120
5308,2020-06-14,29,25
5309,2020-06-14,30,135
5310,2020-06-14,31,57
5311,2020-06-14,32,9
5312,2020-06-15,1,81
5313,2020-06-15,2,184
5314,2020-06-15,3,51
5315,2020-06-15,4,102
5316,2020-06-15,5,172
5317,2020-06-15,6,15
5318,2020-06-15,7,89
5319,2020-06-15,8,58
5320,2020-06-15,9,1198
5321,2020-06-15,10,79
5322,2020-06-15,11,350
5323,2020-06-15,12,140
5324,2020-06-15,13,79
5325,2020-06-15,14,240
5326,2020-06-15,15,653
5327,2020-06-15,16,206
5328,2020-06-15,17,56
5329,2020-06-15,18,50
5330,2020-06-15,19,285
5331,2020-06-15,20,194
5332,2020-06-15,21,451
5333,2020-06-15,22,58
5334,2020-06-15,23,90
5335,2020-06-15,24,116
5336,2020-06-15,25,198
5337,2020-06-15,26,295
5338,2020-06-15,27,314
5339,2020-06-15,28,259
5340,2020-06-15,29,55
5341,2020-06-15,30,355
5342,2020-06-15,31,106
5343,2020-06-15,32,35
5344,2020-06-16,1,63
5345,2020-06-16,2,186
5346,2020-06-16,3,30
5347,2020-06-16,4,86
5348,2020-06-16,5,211
5349,2020-06-16,6,26
5350,2020-06-16,7,91
5351,2020-06-16,8,85
5352,2020-06-16,9,1259
5353,2020-06-16,10,98
5354,2020-06-16,11,312
5355,2020-06-16,12,150
5356,2020-06-16,13,73
5357,2020-06-16,14,223
5358,2020-06-16,15,609
5359,2020-06-16,16,198
5360,2020-06-16,17,56
5361,2020-06-16,18,36
5362,2020-06-16,19,222
5363,2020-06-16,20,156
5364,2020-06-16,21,419
5365,2020-06-16,22,50
5366,2020-06-16,23,63
5367,2020-06-16,24,102
5368,2020-06-16,25,215
5369,2020-06-16,26,317
5370,2020-06-16,27,320
5371,2020-06-16,28,301
5372,2020-06-16,29,53
5373,2020-06-16,30,306
5374,2020-06-16,31,98
5375,2020-06-16,32,32
5376,2020-06-17,1,73
5377,2020-06-17,2,150
5378,2020-06-17,3,47
5379,2020-06-17,4,110
5380,2020-06-17,5,185
5381,2020-06-17,6,16
5382,2020-06-17,7,107
5383,2020-06-17,8,58
5384,2020-06-17,9,1203
5385,2020-06-17,10,68
5386,2020-06-17,11,335
5387,2020-06-17,12,112
5388,2020-06-17,13,68
5389,2020-06-17,14,226
5390,2020-06-17,15,567
5391,2020-06-17,16,202
5392,2020-06-17,17,44
5393,2020-06-17,18,39
5394,2020-06-17,19,182
5395,2020-06-17,20,192
5396,2020-06-17,21,426
5397,2020-06-17,22,46
5398,2020-06-17,23,65
5399,2020-06-17,24,116
5400,2020-06-17,25,203
5401,2020-06-17,26,337
5402,2020-06-17,27,312
5403,2020-06-17,28,212
5404,2020-06-17,29,70
5405,2020-06-17,30,241
5406,2020-06-17,31,118
5407,2020-06-17,32,21
5408,2020-06-18,1,63
5409,2020-06-18,2,149
5410,2020-06-18,3,49
5411,2020-06-18,4,87
5412,2020-06-18,5,211
5413,2020-06-18,6,16
5414,2020-06-18,7,92
5415,2020-06-18,8,66
5416,2020-06-18,9,1199
5417,2020-06-18,10,68
5418,2020-06-18,11,323
5419,2020-06-18,12,102
5420,2020-06-18,13,76
5421,2020-06-18,14,234
5422,2020-06-18,15,540
5423,2020-06-18,16,165
5424,2020-06-18,17,42
5425,2020-06-18,18,49
5426,2020-06-18,19,235
5427,2020-06-18,20,176
5428,2020-06-18,21,525
5429,2020-06-18,22,41
5430,2020-06-18,23,68
5431,2020-06-18,24,97
5432,2020-06-18,25,167
5433,2020-06-18,26,280
5434,2020-06-18,27,328
5435,2020-06-18,28,219
5436,2020-06-18,29,43
5437,2020-06-18,30,269
5438,2020-06-18,31,107
5439,2020-06-18,32,22
5440,2020-06-19,1,70
5441,2020-06-19,2,169
5442,2020-06-19,3,19
5443,2020-06-19,4,102
5444,2020-06-19,5,217
5445,2020-06-19,6,27
5446,2020-06-19,7,80
5447,2020-06-19,8,66
5448,2020-06-19,9,1197
5449,2020-06-19,10,51
5450,2020-06-19,11,376
5451,2020-06-19,12,126
5452,2020-06-19,13,77
5453,2020-06-19,14,196
5454,2020-06-19,15,493
5455,2020-06-19,16,245
5456,2020-06-19,17,53
5457,2020-06-19,18,51
5458,2020-06-19,19,216
5459,2020-06-19,20,170
5460,2020-06-19,21,438
5461,2020-06-19,22,28
5462,2020-06-19,23,82
5463,2020-06-19,24,98
5464,2020-06-19,25,174
5465,2020-06-19,26,307
5466,2020-06-19,27,293
5467,2020-06-19,28,220
5468,2020-06-19,29,41
5469,2020-06-19,30,286
5470,2020-06-19,31,114
5471,2020-06-19,32,25
5472,2020-06-20,1,17
5473,2020-06-20,2,88
5474,2020-06-20,3,34
5475,2020-06-20,4,54
5476,2020-06-20,5,122
5477,2020-06-20,6,10
5478,2020-06-20,7,49
5479,2020-06-20,8,38
5480,2020-06-20,9,586
5481,2020-06-20,10,14
5482,2020-06-20,11,192
5483,2020-06-20,12,52
5484,2020-06-20,13,55
5485,2020-06-20,14,153
5486,2020-06-20,15,268
5487,2020-06-20,16,125
5488,2020-06-20,17,21
5489,2020-06-20,18,29
5490,2020-06-20,19,179
5491,2020-06-20,20,138
5492,2020-06-20,21,228
5493,2020-06-20,22,36
5494,2020-06-20,23,38
5495,2020-06-20,24,50
5496,2020-06-20,25,143
5497,2020-06-20,26,198
5498,2020-06-20,27,198
5499,2020-06-20,28,204
5500,2020-06-20,29,22
5501,2020-06-20,30,185
5502,2020-06-20,31,97
5503,2020-06-20,32,11
5504,2020-06-21,1,24
5505,2020-06-21,2,59
5506,2020-06-21,3,18
5507,2020-06-21,4,41
5508,2020-06-21,5,77
5509,2020-06-21,6,17
5510,2020-06-21,7,39
5511,2020-06-21,8,26
5512,2020-06-21,9,368
5513,2020-06-21,10,16
5514,2020-06-21,11,115
5515,2020-06-21,12,71
5516,2020-06-21,13,29
5517,2020-06-21,14,108
5518,2020-06-21,15,209
5519,2020-06-21,16,55
5520,2020-06-21,17,14
5521,2020-06-21,18,32
5522,2020-06-21,19,109
5523,2020-06-21,20,52
5524,2020-06-21,21,180
5525,2020-06-21,22,15
5526,2020-06-21,23,53
5527,2020-06-21,24,41
5528,2020-06-21,25,91
5529,2020-06-21,26,171
5530,2020-06-21,27,106
5531,2020-06-21,28,127
5532,2020-06-21,29,25
5533,2020-06-21,30,152
5534,2020-06-21,31,91
5535,2020-06-21,32,9
5536,2020-06-22,1,69
5537,2020-06-22,2,207
5538,2020-06-22,3,32
5539,2020-06-22,4,108
5540,2020-06-22,5,288
5541,2020-06-22,6,21
5542,2020-06-22,7,90
5543,2020-06-22,8,58
5544,2020-06-22,9,1104
5545,2020-06-22,10,75
5546,2020-06-22,11,394
5547,2020-06-22,12,170
5548,2020-06-22,13,70
5549,2020-06-22,14,242
5550,2020-06-22,15,565
5551,2020-06-22,16,223
5552,2020-06-22,17,36
5553,2020-06-22,18,79
5554,2020-06-22,19,302
5555,2020-06-22,20,206
5556,2020-06-22,21,500
5557,2020-06-22,22,51
5558,2020-06-22,23,109
5559,2020-06-22,24,124
5560,2020-06-22,25,221
5561,2020-06-22,26,367
5562,2020-06-22,27,284
5563,2020-06-22,28,345
5564,2020-06-22,29,67
5565,2020-06-22,30,347
5566,2020-06-22,31,146
5567,2020-06-22,32,34
5568,2020-06-23,1,52
5569,2020-06-23,2,196
5570,2020-06-23,3,45
5571,2020-06-23,4,97
5572,2020-06-23,5,342
5573,2020-06-23,6,26
5574,2020-06-23,7,83
5575,2020-06-23,8,61
5576,2020-06-23,9,1066
5577,2020-06-23,10,103
5578,2020-06-23,11,410
5579,2020-06-23,12,116
5580,2020-06-23,13,81
5581,2020-06-23,14,236
5582,2020-06-23,15,499
5583,2020-06-23,16,195
5584,2020-06-23,17,42
5585,2020-06-23,18,49
5586,2020-06-23,19,315
5587,2020-06-23,20,189
5588,2020-06-23,21,422
5589,2020-06-23,22,43
5590,2020-06-23,23,92
5591,2020-06-23,24,133
5592,2020-06-23,25,206
5593,2020-06-23,26,369
5594,2020-06-23,27,280
5595,2020-06-23,28,301
5596,2020-06-23,29,70
5597,2020-06-23,30,294
5598,2020-06-23,31,154
5599,2020-06-23,32,31
5600,2020-06-24,1,51
5601,2020-06-24,2,177
5602,2020-06-24,3,54
5603,2020-06-24,4,89
5604,2020-06-24,5,255
5605,2020-06-24,6,21
5606,2020-06-24,7,92
5607,2020-06-24,8,68
5608,2020-06-24,9,956
5609,2020-06-24,10,87
5610,2020-06-24,11,398
5611,2020-06-24,12,92
5612,2020-06-24,13,79
5613,2020-06-24,14,201
5614,2020-06-24,15,577
5615,2020-06-24,16,168
5616,2020-06-24,17,60
5617,2020-06-24,18,47
5618,2020-06-24,19,319
5619,2020-06-24,20,171
5620,2020-06-24,21,386
5621,2020-06-24,22,46
5622,2020-06-24,23,81
5623,2020-06-24,24,119
5624,2020-06-24,25,212
5625,2020-06-24,26,359
5626,2020-06-24,27,290
5627,2020-06-24,28,303
5628,2020-06-24,29,64
5629,2020-06-24,30,300
5630,2020-06-24,31,177
5631,2020-06-24,32,24
5632,2020-06-25,1,69
5633,2020-06-25,2,172
5634,2020-06-25,3,54
5635,2020-06-25,4,94
5636,2020-06-25,5,205
5637,2020-06-25,6,26
5638,2020-06-25,7,87
5639,2020-06-25,8,53
5640,2020-06-25,9,1015
5641,2020-06-25,10,68
5642,2020-06-25,11,300
5643,2020-06-25,12,135
5644,2020-06-25,13,84
5645,2020-06-25,14,189
5646,2020-06-25,15,442
5647,2020-06-25,16,158
5648,2020-06-25,17,29
5649,2020-06-25,18,43
5650,2020-06-25,19,315
5651,2020-06-25,20,189
5652,2020-06-25,21,474
5653,2020-06-25,22,43
5654,2020-06-25,23,103
5655,2020-06-25,24,127
5656,2020-06-25,25,143
5657,2020-06-25,26,383
5658,2020-06-25,27,317
5659,2020-06-25,28,387
5660,2020-06-25,29,62
5661,2020-06-25,30,316
5662,2020-06-25,31,191
5663,2020-06-25,32,32
5664,2020-06-26,1,55
5665,2020-06-26,2,174
5666,2020-06-26,3,41
5667,2020-06-26,4,100
5668,2020-06-26,5,239
5669,2020-06-26,6,31
5670,2020-06-26,7,82
5671,2020-06-26,8,84
5672,2020-06-26,9,1149
5673,2020-06-26,10,95
5674,2020-06-26,11,378
5675,2020-06-26,12,123
5676,2020-06-26,13,86
5677,2020-06-26,14,231
5678,2020-06-26,15,508
5679,2020-06-26,16,104
5680,2020-06-26,17,37
5681,2020-06-26,18,50
5682,2020-06-26,19,333
5683,2020-06-26,20,187
5684,2020-06-26,21,377
5685,2020-06-26,22,47
5686,2020-06-26,23,136
5687,2020-06-26,24,108
5688,2020-06-26,25,188
5689,2020-06-26,26,346
5690,2020-06-26,27,266
5691,2020-06-26,28,442
5692,2020-06-26,29,83
5693,2020-06-26,30,325
5694,2020-06-26,31,145
5695,2020-06-26,32,32
5696,2020-06-27,1,18
5697,2020-06-27,2,112
5698,2020-06-27,3,45
5699,2020-06-27,4,51
5700,2020-06-27,5,179
5701,2020-06-27,6,16
5702,2020-06-27,7,39
5703,2020-06-27,8,36
5704,2020-06-27,9,477
5705,2020-06-27,10,57
5706,2020-06-27,11,206
5707,2020-06-27,12,141
5708,2020-06-27,13,47
5709,2020-06-27,14,152
5710,2020-06-27,15,221
5711,2020-06-27,16,72
5712,2020-06-27,17,16
5713,2020-06-27,18,42
5714,2020-06-27,19,209
5715,2020-06-27,20,138
5716,2020-06-27,21,203
5717,2020-06-27,22,27
5718,2020-06-27,23,63
5719,2020-06-27,24,98
